id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4938303213937959,Ng4rngwrt,2143291610,打板龙空龙,集运指数主力合约跌超4%，现报873点。,,,,,0,0,0,2023-08-24 16:44,微博网页版,,,,北京,黄V
4938300122468838,Ng4moamfY,6924276575,启动点擒龙,集运指数（欧线）主力合约跌超4%，现报873点。,,,,,0,0,0,2023-08-24 16:32,微博网页版,,,,北京,黄V
4938288303706799,Ng43kfyj5,5884112250,期货红狐,午盘收盘，国内期货主力合约涨跌不一。纯碱涨超3%，豆油、沪银、菜油涨超2%，花生、棉花、玉米涨超1%；跌幅方面，燃料油跌超4%，集运指数（欧线）跌超3%，沥青、SC原油、低硫燃料油（LU）跌超2%。股指期货午盘收盘沪深300股指期货（IF）主力合约涨0.45%，上证50股指期货（IH）主力合约涨0.53%，中证500股指期货（IC）主力合约涨0.10%，中证1000股指期货（IM）主力合约跌0.12%。期货超话新浪理财师超话,,,,,0,0,0,2023-08-24 15:45,微博网页版,,,,山东,黄V
4938280141587697,Ng3Qa6F21,1905628462,上海证券报,#上证快讯#【国内商品期市日间盘涨跌不一燃油跌超4%】8月24日日间盘，国内商品期货主力合约涨跌互现。截至15:00，纯碱涨超3%；线材、豆油、沪银涨超2%；菜油、花生、郑棉、玉米等涨超1%；尿素、棕榈油、生猪、沪金等微涨。跌幅方面，燃油跌超4%；集运指数（欧线）跌超3%；沥青、原油、低硫燃料油跌超2%；焦炭、热轧卷板、不锈钢、鸡蛋等跌超1%；短纤、铁矿石、玻璃、苯乙烯等微跌。O国内商品期市日间盘涨跌不一燃油跌超4%,,,,上证快讯,1,0,3,2023-08-24 15:13,微博网页版,,,,,蓝V
4938277927258585,Ng3MAushX,6570937197,期市螺纹铁矿-句号谈期,午盘收盘，国内期货主力合约涨跌不一。纯碱涨超3%，豆油、沪银、菜油涨超2%，花生、棉花、玉米涨超1%；跌幅方面，燃料油跌超4%，集运指数（欧线）跌超3%，沥青、SC原油、低硫燃料油（LU）跌超2%。#期货#,,,,期货,0,0,0,2023-08-24 15:04,微博网页版,,,,福建,黄V
4937921331727768,NfUvr7fte,1905628462,上海证券报,#上证快讯#【国内商品期市日间盘多数收涨尿素涨超7%】8月23日日间盘，国内商品期货主力合约多数收涨。截至15:00，尿素涨超7%；焦煤涨超4%；铁矿石涨超3%；焦炭、线材、纸浆、沪银等涨超2%；橡胶、乙二醇、氧化铝、沪铝等涨超1%；苯乙烯、沪铜、郑棉、玉米等微涨。跌幅方面，菜粕、集运指数（欧线）、低硫燃料油、原油跌超2%；燃油、豆粕、白糖跌超1%；菜油、纯碱、棕榈油、红枣等微跌。O国内商品期市日间盘多数收涨尿素涨超7%,,,,上证快讯,1,0,0,2023-08-23 15:27,微博网页版,,,,,蓝V
4937914410082182,NfUkh0lnw,1707450894,中国贸易报,【国内首个航运期货出炉意味着什么？】8月18日，我国期货市场又一国际化品种——集运指数（欧线）期货在上海期货交易所全资子公司上海国际能源交易中心上市交易。集运指数（欧线）期货采用“服务型指数、国际平台、人民币计价、现金交割”的设计方案。目前，我国已上市的场内衍生品的标的资产类别集中在大宗商品、证券指数以及债券领域，尚未有航运或者服务方面的期货品种，集运指数（欧线）期货是国内首个航运期货品种，首个服务类期货品种，首个在商品期货交易所上市的指数类、现金交割的期货品种。本报记者从上海国际能源交易中心了解到，航运业是典型的重资产、高风险行业，国际集装箱运价受供求关系、成本因素、全球经济环境、汇率、政治、突发事件等多种因素综合影响，加之运力不可储存，一旦供需发生重大变化，运价也随之出现大幅震荡。长期以来，海运价格水平大幅波动，运价波动给航运产业链企业和外贸企业的正常生产经营带来巨大挑战，国际集装箱运输市场的参与者有强烈的定价和避险需求。特别是近年来，集装箱行业经历了运价大幅波动的局面，然而由于国内货主和货代企业分散，运价大幅波动对他们带来了诸多风险。在此背景下，集运指数（欧线）期货应运而生，期货合约的标的物是上海出口集装箱结算运价指数（欧洲航线），该指数由上海航运交易所编制并于北京时间每周一15:05发布，表征上海出口集装箱即期海运市场欧洲航线结算运价的变动方向和程度。“航运指数期货上市顺应行业发展的需求，将为航运业提供重要的风险管理工具，提升产业链供应链韧性和安全水平。”中国船东协会常务副会长张守国说。上海期货交易所理事长田向阳表示，上海期货交易所从2003年开始，携手上海航运交易所研发航运指数期货，历时20年。上市航运指数期货，有助于丰富航运产业链企业的风险管理工具，提升我国国际贸易运输服务的定价话语权和影响力，服务航运业高质量发展。数据显示，2022年，全球十大集装箱港口中，中国有7个港口的集装箱吞吐量位居全球前十，合计为1.96亿TEU（标准箱），占前其中大集装箱港口吞吐量的比例达到72.9%。其中，上海港集装箱吞吐量达4730万TEU（标准箱），连续13年位居世界第一。（中国贸易报记者张伟伦）,,,,,1,0,1,2023-08-23 15:00,微博网页版,https://wx1.sinaimg.cn/large/65c5a20egy1hh6e8gw24sj20ku0dwdrz.jpg,,,,蓝V
4937830243502351,NfS8weH7x,2190885562,瑞达期货官方,#市场动态#凌晨爆发！狂飙近170%，市值超1000亿美元！深夜，央行辟谣！中方召见，严正交涉！集运指数走势分化O凌晨爆发！狂飙近170%，市值超1000亿美元！深夜，央行辟谣！中方召见，严正交涉！集运指数走势分化,,,,市场动态,0,0,0,2023-08-23 09:25,微博网页版,,,,福建,蓝V
4937638332602594,NfN8ZaV3k,2255869874,王成强_Futures,招商期货航运研究主管吕杰接受上海证券报采访时表示，集运指数（欧线）期货上市以来价格波动趋平稳，合理反映了市场预期。从现货季节性看，4月是春节之后的出口淡季，货量相对较少。从远期预期看，目前各航司均大幅度增加船队规模，明年预期运力增速10%以上大于需求。因此，期货EC2404小幅度贴水现货是正常的。而EC2408合约是出口旺季，EC2408较EC2404升水反映行业季节性淡旺季差异。同时他指出：“集运市场存在运价波动剧烈的特点，在供需平衡的年份，年内淡旺季运价波动幅度也接近50%。集运指数（欧线）期货在合约设计和风控规则方面也考虑到行业特点，交易者应了解交易规则和波动特点，做好风险控制。”,,,,,7,1,4,2023-08-22 20:42,OPPO智能手机,,,,江苏,红V
4937627252294905,NfMR79D0B,1905628462,上海证券报,#上证快讯#【机构：需关注集运指数期货单边市交易规则与相关风险】集运指数（欧线）期货已经上市交易了3个交易日，主力合约EC2404持仓量逐步增加。8月22日EC2404收报895.1点，持仓量15913手，标的指数上海航交所SCFIS欧线指数8月21日报1039.01点，期货小幅度贴水现货。O机构：需关注集运指数期货单边市交易规则与相关风险,,,,上证快讯,1,0,0,2023-08-22 19:58,微博网页版,,,,,蓝V
4937562126287529,NfLa4qnFL,1974543994,修己说金,期货知识科普|集运指数（欧线）期货仅早盘的最大波动幅度已超8%，其价格影响因素有哪些？1.供应端：主要是运力的变化，包括船队规模和船队周转以及集装箱规模等。①运力的变化主要受到船队规模的影响，而船队规模变化关注的指标包括新船订单量、手持订单量、新船交付量和旧船拆解量。由于造船时间较长，一般需要2-3年，因此集装箱市场供应端弹性较低，通常滞后于需求波动。②船队周转是影响短期运力的重要因素，船队可以通过调整航速、航线绕航和船舶停运等方式来进行运力管控。近年来全球集装箱船平均航速整体下降，今年上半年大箱船平均航速同比下降3-5%。2.需求端：和全球宏观紧密相关，居民收入与消费、通胀水平、财政和货币政策以及库存周期都会影响需求的变化。①集装箱市场的需求与宏观经济周期密切相关，财政和货币政策通过居民可支配收入和通胀水平来影响居民实际购买力，从而传导至集装箱贸易需求。②库存周期也强化了集运需求的变化。随着需求的逐渐放缓，欧美进入库存周期的主动去库阶段，目前美国零售商库存总量、同比增速以及库销比均处于历史高位，意味着企业面临较大的去库压力，这会在一定程度上抑制消费动能的恢复。③集运需求也存在一定的季节性表现，欧美9月返校季和11-12月感恩节和圣诞节假期是欧美集装箱需求的旺季，对于贸易量有显著边际提升。④运距也会在一定程度上影响需求。运距短期可能会受到政治因素、极端天气以及运河搁浅/拥堵等各种突发事件的影响，长期来看主要跟随产业链转移和贸易格局的改变而变化。一般而言，平均航距的拉升会有效支撑运输需求，从而推升运价水平。3.整体而言，包括集运在内的航运是一个强周期性的市场，供应弹性较低，固定成本和资本开支占比大，需求受宏观驱动与经济周期息息相关，这种供需错配加剧了运价的波动性，因此需要关注从宏观到微观的众多方面才能掌握运价变化的脉络。#期货##期货交易##大宗##大宗商品##大宗交易#,,,,"期货,期货交易,大宗,大宗商品,大宗交易",0,0,0,2023-08-22 15:40,微博网页版,,,,湖北,黄V
4937561900324190,NfL9I1mkS,2046684743,北京farmer,发布了头条文章：《中国首个航运期货品种集运指数（欧线）期货在上期所挂牌交易》O中国首个航运期货品种集运指数（欧线）期货在上期所挂牌交易,http://t.cn/A6OztHXq,,,,0,0,0,2023-08-22 15:39,微博 weibo.com,,,,北京,黄V
4937552774305305,NfKUZi40p,5884112250,期货红狐,午盘收盘，国内期货主力合约涨多跌少。焦煤涨超5%，焦炭、纯碱、铁矿石涨超4%，沪锡涨超2%，甲醇、苹果、螺纹钢涨近2%；跌幅方面，菜粕跌超3%，集运指数（欧线）、豆粕跌超2%，低硫燃料油（LU）跌近2%。股指期货午盘收盘沪深300股指期货（IF）主力合约涨0.30%，上证50股指期货（IH）主力合约涨0.36%，中证500股指期货（IC）主力合约跌0.07%，中证1000股指期货（IM）主力合约涨0.16%。新浪理财师超话期货超话,,,,,0,0,1,2023-08-22 15:02,微博网页版,,,,山东,黄V
4937552420673348,NfKUq2Pas,6570937197,期市螺纹铁矿-句号谈期,午盘收盘，国内期货主力合约涨多跌少。焦煤涨超5%，焦炭、纯碱、铁矿石涨超4%，沪锡涨超2%，甲醇、苹果、螺纹钢涨近2%；跌幅方面，菜粕跌超3%，集运指数（欧线）、豆粕跌超2%，低硫燃料油（LU）跌近2%。#期货#,,,,期货,0,0,0,2023-08-22 15:01,微博网页版,,,,福建,黄V
4937541754822337,NfKDdkevD,7355091988,小高的大宗商品,期货知识科普|集运指数（欧线）期货仅早盘的最大波动幅度已超8%，其价格影响因素有哪些？1.供应端：主要是运力的变化，包括船队规模和船队周转以及集装箱规模等。①运力的变化主要受到船队规模的影响，而船队规模变化关注的指标包括新船订单量、手持订单量、新船交付量和旧船拆解量。由于造船时间较长，一般需要2-3年，因此集装箱市场供应端弹性较低，通常滞后于需求波动。②船队周转是影响短期运力的重要因素，船队可以通过调整航速、航线绕航和船舶停运等方式来进行运力管控。近年来全球集装箱船平均航速整体下降，今年上半年大箱船平均航速同比下降3-5%。2.需求端：和全球宏观紧密相关，居民收入与消费、通胀水平、财政和货币政策以及库存周期都会影响需求的变化。①集装箱市场的需求与宏观经济周期密切相关，财政和货币政策通过居民可支配收入和通胀水平来影响居民实际购买力，从而传导至集装箱贸易需求。②库存周期也强化了集运需求的变化。随着需求的逐渐放缓，欧美进入库存周期的主动去库阶段，目前美国零售商库存总量、同比增速以及库销比均处于历史高位，意味着企业面临较大的去库压力，这会在一定程度上抑制消费动能的恢复。③集运需求也存在一定的季节性表现，欧美9月返校季和11-12月感恩节和圣诞节假期是欧美集装箱需求的旺季，对于贸易量有显著边际提升。④运距也会在一定程度上影响需求。运距短期可能会受到政治因素、极端天气以及运河搁浅/拥堵等各种突发事件的影响，长期来看主要跟随产业链转移和贸易格局的改变而变化。一般而言，平均航距的拉升会有效支撑运输需求，从而推升运价水平。3.整体而言，包括集运在内的航运是一个强周期性的市场，供应弹性较低，固定成本和资本开支占比大，需求受宏观驱动与经济周期息息相关，这种供需错配加剧了运价的波动性，因此需要关注从宏观到微观的众多方面才能掌握运价变化的脉络。（来源：光大期货）,,,,,0,0,0,2023-08-22 14:19,投机混子YYDS ,,,,江苏,黄V
4937324016960858,NfEY1tcPU,1950780962,沧海一声笑了笑,高善文洪灏近期各种明示暗示经济见底，无论是铁矿石、钢材、集运指数，还是25岁以上的失业率，确实很多先行数据表现良好，尤其28岁以上的失业率居然创下历史新低，考虑到近期旅游和影院数据的火爆（暑期档票房创历史新高），经济的疤痕效应也许确实在逐步消散。看等等看未来地方债的解决方案，以及秋季广交会的数据，可能会对未来有更清晰的判断。『高善文：关于当前资本市场的一些思考』O高善文：关于当前资本市场的一些思考,,,,,0,0,4,2023-08-21 23:53,HUAWEI Mate 40 Pro,,,,福建,普通用户
4937316155531786,NfELlnd4m,7370228767,金十期货APP,8月22日（周二）期货早高峰：需求有回落风险，集运指数（欧线）中长期依然有较大下行压力？市场传言扰动，纯碱后市能否延续涨势？L金十期货APP的微博视频,,,,,0,0,1,2023-08-21 23:22,微博视频号,,"http://f.video.weibocdn.com/u0/qBtwiJjkgx087Zh5Ty2401041201CG6J0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1728392343&ssig=0DC8QNzaSp&KID=unistore,video",,广东,蓝V
